Conc_Fe(%),Conc_SiO2(%),Conc_Al2O3(%),Conc_LOI(%),Conc45_micron(%),Blane_No_cm2_g,CRM_dust_kg_t,ESP_DUST_kg_t,SMS_sludge_DRY_kg_t,Green_Pellet_Moisture(%),Green_Pellet_GCS_kg,Green_Pellet_Drop_No.,FEED_RATE_tph,MACHINE_SPEED_m_min,FIRING_TEMP_C,BURNTHRU_TEMP_C,DR_Main_temp_C,UDD_FAN_PRESSURE_mmWC,UDD_FAN_TEMP_C,WBR_PRESURE_mmWC,WBR_FAN_TEMP_C,CA_PRESSURE_mmWC,2nd_cooling_zone_pressure_mmWC,2nd_cooling_zone_temp_C,Pellet_CCS_Kg_p,TI,AI
58.89,7.44,3.35,3.54,64.09,1955,1.49,0.38,6.26,10.2,1.05,22.38,357.31,2.25,1250.42,389.36,755.19,207.18,153.18,-223.64,192.83,315.53,-79.25,82.42,269.67,94.47,4.71
59.5,6.6,2.97,3.75,65.38,1955,0.42,0.43,0,10.2,1.05,24.42,358.04,2.22,1217.96,381.38,750.31,202.14,151.46,-230.48,186.11,294.27,-79.09,83.73,285.83,94.47,4.71
59.5,6.6,2.97,3.75,65.38,1955,4.83,0.35,0,10.2,1.05,26.5,340.47,2.12,1202.8,372.19,730.39,180.32,170.58,-212.01,169.46,216.67,-69.91,94.81,285.83,94.47,4.71
59.5,6.6,2.97,3.75,65.38,1955,4.01,5.83,0,10.2,1.05,17.42,308.42,2.01,1163.01,387.57,690.85,169.16,161.51,-177.58,183.24,173.06,-75.32,93.81,285.83,94.47,4.71
59.5,6.6,2.97,3.75,65.38,1955,4.01,5.83,0,10.2,1.05,17.42,308.42,2.01,1163.01,387.57,690.85,169.16,161.51,-177.58,183.24,173.06,-75.32,93.81,285.83,94.47,4.71
59.5,6.6,2.97,3.75,65.38,1955,2.78,6.73,0,10.2,1.05,22.13,299.71,2.06,1080.44,373.58,611.82,140.75,150.08,-207.88,173.14,194.54,-78.32,91.51,285.83,94.47,4.71
58.39,6.39,3.65,4.5,67.94,1630,0,2.94,0,10.2,1.05,27.44,306.48,2.15,1154.8,376.9,680.86,160.74,196.02,-190.12,185.64,161.67,-79.98,124.74,277,94.47,4.71
58.39,6.39,3.65,4.5,67.94,1630,0,2.94,0,10.2,1.05,27.44,306.48,2.15,1154.8,376.9,680.86,160.74,196.02,-190.12,185.64,161.67,-79.98,124.74,277,94.47,4.71
58.39,6.39,3.65,4.5,67.94,1630,0,2.94,0,10.2,1.05,27.44,306.48,2.15,1154.8,376.9,680.86,160.74,196.02,-190.12,185.64,161.67,-79.98,124.74,277,94.47,4.71
58.39,6.39,3.65,4.5,67.94,1630,0,2.94,0,10.2,1.05,27.44,306.48,2.15,1154.8,376.9,680.86,160.74,196.02,-190.12,185.64,161.67,-79.98,124.74,277,94.47,4.71
58.39,6.39,3.65,4.5,67.94,1630,0,2.94,0,10.2,1.05,27.44,306.48,2.15,1154.8,376.9,680.86,160.74,196.02,-190.12,185.64,161.67,-79.98,124.74,277,94.47,4.71
58.39,6.39,3.65,4.5,67.94,1630,0,2.94,0,10.2,1.05,27.44,306.48,2.15,1154.8,376.9,680.86,160.74,196.02,-190.12,185.64,161.67,-79.98,124.74,277,94.47,4.71
58.03,7.24,3.8,4.27,72.67,1630,6.22,2.94,0,10.2,1.05,27.34,289.37,2.09,1226.94,409.4,706.88,177.74,162.02,-184.54,199.84,210.8,-68.7,98.24,263,94.47,4.71
58.01,7.83,4.13,3.95,68.33,1930,7.46,10.88,0,10.2,1.05,24.33,336.89,2.17,1248.53,392.2,756.73,200.26,191.94,-218.01,196.58,240.89,-78.97,117.84,265,94.47,4.71
59.04,7.28,3.74,3.56,62.52,1930,5.08,9.24,0,10.2,1.05,22.08,303.87,2.05,1235.73,394.63,743.05,175.71,180.69,-178.27,200.5,214.55,-78.55,114.36,249,94.47,4.71
59.3,6.16,4.06,4.13,59.68,1930,3.23,7.65,0,10.2,1.05,31,308.75,2.11,1243.25,409.07,736.84,179.22,182.01,-193.27,206.02,227.94,-79.56,106.27,255,94.47,4.71
60.19,6.13,3.75,3.37,59.72,1930,0.75,4.84,0,10.2,1.05,25.29,303.16,2.07,1241.45,421.25,741.17,175.23,188.36,-187.28,217.11,218.97,-79.19,116.29,258,94.47,4.71
60.93,6.09,3.32,2.89,62.21,1930,2.94,7.68,0,10.2,1.05,17.71,311.38,2.05,1263.19,414.63,794.68,183.34,198.74,-177.96,220.76,230.64,-79.65,128.45,269,94.47,4.71
61.35,5.8,3.17,2.8,60.07,1930,4.91,12.32,0,10.2,1.05,20.63,309.83,2.05,1253.03,418.08,795.63,181.33,184.36,-170.57,229.4,242.28,-79.47,111.88,279,94.47,4.71
61.29,6.29,3.18,2.42,59.27,1930,4.89,7,0,10.2,1.05,20.75,307.69,2.05,1260.92,401.93,798.95,176.38,194.15,-158.07,225.47,228.73,-79.56,111.56,295,94.47,4.71
61.18,6.44,3.18,2.48,58.45,1930,3.74,0.32,0,10.2,1.05,19.17,325.75,2.12,1242.68,387.57,802.94,178.48,204.44,-163.66,208.88,229.47,-78.84,115.23,303,94.47,4.71
60.95,6.36,3.18,2.78,61.02,1930,3.51,0.03,0,10.2,1.05,15.13,369.87,2.28,1255.11,385.14,840.73,211.05,201.98,-189.04,192.58,278.12,-79.33,99.96,310,94.47,4.71
60.8,6.34,3.3,2.88,62.49,1930,0,1.13,0,10.2,1.05,13.38,388.79,2.42,1243.82,383.12,797.52,216.99,191.22,-207.45,195.81,304.27,-79.56,96.94,308,94.47,4.71
60.38,6.66,3.38,2.99,63.88,1930,0,7.91,0,10.2,1.05,18.67,311.12,2.12,1238.9,387.03,745.67,168.22,171.56,-171.07,185.72,233.07,-71.18,82.61,280,94.47,4.71
59.48,7.51,3.62,3.1,65.87,1930,0,17.15,0,10.2,1.05,18,311.19,2.09,1210.76,388.67,716.83,171.1,156.06,-169.93,189.48,241.54,-73.39,73.63,284,94.47,4.71
59.52,7.59,3.56,3.03,67.03,1930,5.52,7.12,0,10.2,1.05,20.5,310.3,2.15,1198.36,389.77,700.51,172.77,145.91,-167.48,193.68,244.2,-72.47,69.54,278,94.47,4.71
60.52,6.75,3.32,2.78,67.03,1930,1.99,16.05,0,10.2,1.05,21.96,376.64,2.32,1197.97,385.24,746.55,213.87,163.83,-219.38,188.48,325.92,-74.74,80.46,282,94.47,4.71
60.33,6.81,3.35,2.94,66.05,1930,2.87,5.04,0,10.2,1.05,23.83,334.99,2.22,1190.53,385.72,756.93,217.33,147.07,-188.37,196.85,316.7,-79.82,70.28,287,94.47,4.71
59.29,7.95,3.41,3.06,64.7,1930,2.25,7.92,0,10.2,1.05,24.13,328.85,2.24,1164.61,369.53,728.56,203.21,151.52,-185.76,197.14,295.34,-79.27,77.02,307,94.47,4.71
59.78,7.68,3.27,2.9,63.96,1930,0.66,14.51,0,10.2,1.05,20.58,345.27,2.25,1154.16,353.6,746.25,199.88,169.2,-192.73,178.15,292.33,-80.12,86.07,262,94.47,4.71
59.51,8.02,3.33,2.92,65.73,1930,0.68,8.77,0,10.2,1.05,18.5,357.95,2.3,1161.52,354.02,755.48,214.21,163.27,-193.15,175.18,323.53,-81.32,77.72,263,94.47,4.71
59.82,7.61,3.21,2.89,64.37,1930,0,15.91,0,10.2,1.05,17.71,358.12,2.31,1177.73,354.44,756.4,209.06,160.6,-177.03,178.94,299.66,-79.86,77.27,263,94.47,4.71
60.21,7.7,2.97,2.51,66.13,1930,0,16.04,0,10.2,1.05,18.33,334.8,2.31,1164.61,354.77,744.44,203.33,149.89,-171.95,181.86,304.9,-79.49,68.52,278,93.27,5.73
60.41,7.05,3.1,2.73,63.82,1930,0,11.95,0,10.2,1.05,20.13,350.91,2.31,1158.28,363.1,748.6,209.54,160.92,-181.68,181.71,301.35,-78.76,76.45,267,93.8,5.1
60.49,6.75,3.04,2.72,64.75,1930,0,17.64,0,10.88,1.05,16.25,367.44,2.29,1163.86,379.55,739.46,210.04,161.17,-198.53,187.99,309.46,-73.86,79.21,284,94.3,4.87
60.32,6.69,3.08,2.91,66.16,1930,0,11.9,0,10.46,1.05,19.54,373.07,2.32,1174.43,372.67,760.26,207.97,167.42,-197.36,187.97,311.77,-73.27,80.35,286,94.73,4.63
59.77,6.8,3.52,3.1,66.57,1575,0,15.66,0,10.46,1.05,21.83,481.99,2.64,1204.45,377.85,766.78,276.15,180.44,-284.26,178.3,382.3,-81.22,92.28,273.67,94.47,4.6
60,6.28,3.67,3.31,63.7,1573.33,0,14.58,0,10.46,1.05,22.17,477.59,2.61,1192.58,365.22,755.16,266.59,177.14,-290.84,179.81,397.07,-79.5,95.16,262.83,93.77,5.07
60.15,6.29,3.6,3.27,61.22,1640,0,10.7,0,10.46,1.05,20.71,488.12,2.63,1204.74,359.74,761.15,275.23,183.12,-304.99,179.98,414.69,-80.31,95.3,260,92.43,6.37
60.31,6.3,3.52,3.17,61.83,1546.67,0,10.44,0,10.46,1.05,16.04,506.07,2.68,1223.19,367.34,788.61,295.44,180.1,-308.8,181.96,433.85,-84.54,92.5,254.17,92.9,5.8
60.73,5.67,3.48,3.27,62.3,1645,0,5.4,0,10.46,1.05,20.21,459.83,2.56,1252.68,379.97,769.87,269.91,166.83,-270.34,188.37,391.66,-84.47,85.88,264.67,94.2,4.6
60.21,6.5,3.48,3.16,65.54,1706.67,0,20.47,0,10.46,1.05,19.63,462.82,2.51,1248.75,375.07,749.76,271.75,161.44,-300.97,187.5,391.82,-85.15,79.48,264.67,93.37,5.5
60.54,6.29,3.28,3.11,63.98,1826.67,3.98,17.65,0,10.46,1.05,20,390.4,2.32,1217.15,391.21,709.13,229.65,149.01,-234.33,197.9,305.37,-81.44,82.39,262.67,93.7,4.9
60.13,6.28,3.56,3.42,68.39,1936.67,6.43,8.42,0,10.46,1.05,24.38,393.92,2.3,1235.73,389.85,722.91,226.28,160.47,-240.86,191.79,290.59,-80.69,81.24,270.33,94.2,4.53
60.25,6.06,3.52,3.49,64.3,1642.5,2.42,15.12,0,10.46,1.05,22.33,487.84,2.6,1243.21,372.38,726.47,275.34,167.26,-313.55,183.02,385.18,-84.29,81.93,252.71,93.53,5.4
60.49,6.01,3.48,3.27,64.14,1863.33,1.98,16.36,0,10.46,1.05,19.67,514.57,2.64,1246.33,362.56,759.26,286.53,185.29,-338.23,175.22,401.87,-83.35,92.84,263.5,93.6,5.23
60.33,6.43,3.4,3.14,63.18,1740,2.97,9.79,0,10.59,1.08,22.83,512.27,2.65,1234.11,364.78,748.8,277.32,189.72,-329.94,173.69,388.78,-84.02,98.99,257.83,93.17,5.53
60.54,6.43,3.17,3.1,61.59,1688.33,2.75,8.9,0,10.68,1.09,20.17,560.61,2.78,1278.32,342.69,804.24,324.62,205.63,-374.98,172.84,435.38,-89.77,115.88,260.17,92.2,6.43
60.92,6.04,3.12,3.16,58.89,1563.33,2.6,13.19,0,10.68,1.09,16.17,575.46,2.84,1297.75,330.43,812.61,327.63,213.96,-378.97,168.22,454.24,-88.05,122.24,270.5,93.2,5.53
60.97,5.91,3.21,3.17,61.3,1638.33,4.68,15.17,0,10.68,1.09,17.17,562.43,2.77,1288.9,330.9,802.71,297.42,208.24,-370.82,169.82,438.3,-73.82,114.15,270.83,93.07,5.1
61.74,5,3.14,3.08,60.09,1478.33,2.35,15.9,0,10.68,1.06,11.54,555.96,2.74,1296.88,312.48,821.22,285.36,226.4,-388.12,160.63,447.21,-65.95,133.49,265.33,92.67,5.97
61.68,5.29,3,3.02,58.25,1415,2.65,4.66,0,10.35,1.05,8.5,558.57,2.71,1290.81,323.06,819.74,301.13,225.05,-395.32,165.98,477.57,-71.61,127,257.17,91.7,6.77
61.46,5.26,3.13,3.2,60.52,1591.67,2.97,11.75,0,10.44,1.07,14.42,524.53,2.63,1285.6,345.88,774.22,284.04,194.74,-353.98,171.06,413.04,-74.95,101.63,256,91.67,6.83
60.94,5.73,3.27,3.23,62.54,1688.33,3.31,11.87,0,10.85,1.09,14.46,531.01,2.68,1293.72,345.79,793.65,295.36,198.62,-358.27,167.64,423.08,-78.19,94.66,263.83,92.53,6.13
61.16,5.65,3.16,3.14,59.18,1583.33,4.7,8.53,0,10.6,1.03,10.29,521.83,2.61,1290.78,327.64,824.08,292.24,207.71,-363.45,166.99,442.21,-73.85,101.84,265.83,92.67,5.93
61.19,5.3,3.16,3.39,57.63,1448.33,3.76,12.6,0,10.7,1.06,11.38,488.94,2.48,1288.21,317.57,777.42,274.93,195.44,-368.87,164.11,412.78,-78.1,100.23,244.33,92.77,5.73
61.56,5.35,2.89,3.07,62.57,1695,4.54,7.97,0,10.58,1.06,10.92,558.87,2.82,1309.87,311.98,829.06,316.72,213.15,-390.67,165.11,474.45,-81.75,114.01,253.5,91.87,6.8
62.01,5.21,2.73,2.86,61.51,1606.67,3.54,12.56,0,10.41,1.05,10.79,569.71,2.83,1303,313.09,839.07,313.99,211.2,-374.32,166.47,476.66,-80.78,115.82,257.83,92.57,6
61.26,5.67,3.03,3.08,60.93,1586.67,1.97,13.4,0,10.35,1.05,12.96,591.21,2.94,1302.22,305.6,847.21,329.61,214.75,-375.06,164.94,467.36,-87.01,121.98,264.17,92.23,6.27
61.93,5.04,2.84,2.92,58.52,1496.67,0.86,15.45,0,10.48,1.07,9.54,585.76,2.92,1305.79,309.86,853.35,334.93,216.13,-383.26,163.22,487.69,-86.63,116.15,266.17,93.6,5.27
62.1,4.19,3.17,3.27,58.15,1458.33,2.85,6.38,0,10.68,1.04,10.5,592.02,2.96,1311.78,296.77,848.9,333.16,224.46,-413.98,158.15,489.83,-84.29,119.35,253.5,91.8,6.67
61.61,5.03,3.19,3.17,59.21,1506.67,4.01,11.77,0,10.72,1.05,11.83,574.27,2.88,1306.04,302.74,843.55,340.52,215.64,-401.77,162.22,484.32,-88.64,116.38,249.5,90.9,7.57
61.81,4.57,3.1,3.41,63.12,1530,3.46,12.2,0,10.72,1.08,13.25,573.47,2.87,1314.11,313.37,842.98,340.69,215.96,-400.73,163.48,472.49,-88.49,112.02,259.33,92.67,5.77
61.37,5.06,3.15,3.48,61.95,1505,4.13,12.58,0,10.86,1.06,12.46,577.8,2.92,1314.62,299.76,845.87,347.82,219.57,-409.31,162.59,497.27,-88.25,119.32,255.83,92.07,6.27
60.96,5.61,3.17,3.49,60.31,1521.67,3.47,8.73,0,10.81,1.1,12.79,593.33,2.96,1318.87,307.43,861.03,344.86,225.7,-407.97,161.23,492.49,-87.77,115.71,255,91.93,6.57
60.85,5.93,3.07,3.38,61.48,1521.67,3.27,9.64,0,10.77,1.05,13.5,585.56,2.91,1314.46,314.66,840.72,335.39,217.08,-415.72,160.47,491.58,-84.55,118.77,258.5,91.87,6.5
60.22,6.31,3.26,3.62,64.98,1740,3.3,13.27,0,10.75,1.08,13.75,594.36,2.98,1309.25,280.7,808.36,329.89,204.24,-420.87,154.62,477.82,-83.45,116.03,250,92.3,6.2
60.84,5.84,3.2,3.33,62.04,1570,2.42,18.71,0,10.62,1.06,14.96,487.02,2.66,1284.99,337.72,771.72,282.95,185.18,-328.22,170.68,412.87,-81.74,99.73,244.5,91.53,6.83
61.54,5.42,2.91,3.07,62.62,1680,1.14,16.59,0,10.49,1.05,14.13,546.81,2.82,1300.37,337.67,805.72,314.33,197.69,-365.1,172.9,464.27,-83.86,104.87,257.5,93.27,5.63
61.45,5.58,2.93,2.97,63.29,1598.33,0.83,15.59,0,10.78,1.07,11.54,527.92,2.64,1299.44,313.22,796.32,315.06,207.15,-400.11,164.03,458.26,-80.76,118.63,272.5,93.3,5.43
61.05,5.95,2.98,3.06,63.47,1665,1.6,16.53,0,10.87,1.07,14.42,556.73,2.79,1306.81,315.22,831.14,314.78,210.32,-377.19,163.03,461.18,-86.63,112.37,256.67,93.57,5.23
60.16,6.64,3.2,3.25,62.27,1666.67,2.05,13.6,0,10.78,1.06,16.33,569.81,2.81,1299.54,318.51,837.14,314.89,221.81,-391.81,167.74,442.19,-83.7,125.19,254.33,92.37,6.1
60.69,5.76,3.31,3.45,63.84,1718.33,3.13,12.01,0,10.73,1.04,15.54,596.13,2.95,1298.74,298.69,858.54,330.88,227.73,-411.48,160.44,470.93,-84.14,116.28,259.17,92.47,5.96
61.45,5.25,3.09,3.17,61.15,1605,2.77,9.09,0,10.57,1.07,13.71,590.47,2.91,1301.58,263.1,844.71,320.59,228.6,-425.38,154.65,488.4,-84.77,126.79,264.83,92.1,6.23
61.35,5.26,3.18,3.23,63.59,1750,3.02,9.74,0,10.45,1.08,11.96,577.57,2.79,1304.61,328.89,840.52,312.49,220.55,-389.07,175.21,449.06,-83.97,125.89,262.5,92.44,5.91
61.71,4.81,3.13,3.14,66.69,1755,3.95,11.9,0,10.51,1.05,15.79,515.09,2.56,1294.15,351.38,816.05,285.23,203.75,-350.14,177.1,420.42,-79.73,110.08,260.5,93.29,5.33
61.71,4.74,3.18,3.2,63.24,1696.67,3.37,11.51,0,10.42,1.06,14.33,573.89,2.82,1301.11,317.07,825.59,316.42,209.8,-379.38,171.44,465.45,-84.6,122.33,264.83,92.27,6.11
61.19,5.5,3.02,3.17,64.95,1745,2.08,17.27,0,10.24,1.07,13.63,546.3,2.71,1296.41,331.33,859.65,312.43,221.65,-368.56,167.09,454.48,-81.73,116.08,262.17,93.27,5.27
60.31,6.84,3.09,3.17,64.95,1745,2.17,17.84,0,10.24,1.07,14.83,417.83,2.39,1260.61,359.81,791.76,232.44,186.92,-272.12,170.38,346.59,-73.27,83.55,260.75,93.27,5.27
60.35,6.71,3.13,3.31,64.95,1745,4.75,22.87,0,10.24,1.07,12.58,365.35,2.34,1228.2,367.05,721.02,214.45,176.74,-248.02,170.13,292.28,-77.05,89.34,260.75,93.27,5.27
60.35,6.71,3.13,3.31,64.95,1745,5.23,35.05,0,10.24,1.07,16.02,249.12,2.11,1191.28,365.25,717.3,180.63,168.96,-180.06,171.01,227.49,-74.28,86.78,260.75,93.27,5.27
61.01,5.72,3.14,3.23,64.95,1745,2.18,25.13,0,10.24,1.07,15.68,365.46,2.32,1237.76,366.76,791.16,218.47,183.55,-248.85,174.04,312.32,-73.51,90.41,260.75,93.27,5.27
62.13,4.81,2.75,2.88,64.95,1745,1.35,22.01,0,10.24,1.07,15.83,294.12,2.18,1188.75,357.1,727.33,189.81,160.02,-224.13,168.7,260.17,-70.34,77.46,260.75,93.27,5.27
62.13,4.81,2.75,2.88,64.95,1745,1.5,23.02,0,10.24,1.07,14.5,360.89,2.37,1238.61,349.28,801.44,213.04,197.27,-251.95,174.01,300.59,-77.11,97.55,260.75,93.27,5.27
62.13,4.81,2.75,2.88,64.95,1745,0,19.47,0,10.24,1.07,14.5,311.75,2.19,1221.68,372.19,720.17,176,176.06,-193.44,172.4,255.89,-64.59,86.89,260.75,93.27,5.27
62.13,4.81,2.75,2.88,64.95,1745,0,17.6,0,10.24,1.07,14.5,322.56,2.24,1219.25,366.26,713.19,169.26,163.12,-242.61,174.05,256.34,-60.04,78.07,260.75,93.27,5.27
62.13,4.81,2.75,2.88,64.95,1745,0,21.64,0,10.24,1.07,14.5,363.03,2.27,1219.6,357.57,766.61,184.86,179.39,-244.41,176.46,276.4,-60.61,89.99,260,93.33,5.53
62.13,4.81,2.75,2.88,64.95,1745,0,17.41,0,10.24,1.07,14.5,311.72,2.2,1195.38,348.51,706.55,159.59,173.49,-223.36,172.79,242.25,-59.03,97.68,260,93.33,5.53
62.13,4.81,2.75,2.88,64.95,1745,0.81,18.3,0,10.24,1.07,14.5,337.17,2.21,1219,355.85,737.45,177.35,176.6,-226.61,169.53,253.41,-62.97,85.8,260,93.33,5.53
62.13,4.81,2.75,2.88,64.95,1745,1.31,17.05,0,10.24,1.07,14.5,391.36,2.32,1239.66,353,770.09,206.39,181.96,-269.99,172.65,318.52,-63.63,88.52,260,93.33,5.53
60.51,5.84,3.11,3.66,64.95,1745,2.69,20.05,0,10.24,1.07,14.5,357.47,2.24,1222.49,365.84,745.52,186.01,164.42,-238.29,174.75,297.3,-59.78,79.96,260,93.33,5.53
60.57,5.66,3.24,3.64,64.95,1745,0,28.75,0,10.24,1.07,14.5,368.32,2.29,1232.81,357.24,739.02,200,177.15,-270.44,172.3,302.47,-63.31,95.75,260,93.33,5.53
60.77,5.67,3.21,3.29,64.95,1745,1.67,3.17,0,10.24,1.07,14.5,376.85,2.24,1238.26,367.71,742.95,205.82,163.01,-262.37,173.46,309.65,-62.48,84.06,260,93.33,5.53
59.89,6.89,3.03,3.6,64.95,1745,1.85,10.75,0,10.24,1.07,14.5,319.88,2.18,1206.91,377.29,715.95,177.17,157.83,-221.21,176.22,265.46,-59.53,85.14,260,93.33,5.53
60.44,5.98,3.47,3.36,64.95,1745,1.66,14.14,0,10.24,1.07,14.5,319.85,2.13,1214.96,376.6,719.14,183.12,155.29,-214.51,180.35,277.77,-61.7,85.7,246,93.33,5.53
60.44,5.98,3.47,3.36,64.95,1745,0,20.98,0,10.24,1.07,14.5,295.49,2.09,1197.33,370.91,692.99,168.66,153.43,-196.53,177.67,240.71,-59.36,81.93,246,93.33,5.53
60.44,5.98,3.47,3.36,64.95,1745,0,11.12,0,10.24,1.07,14.5,292.62,2.03,1186.27,364.06,638.4,157.28,141.26,-203.62,168.89,227.1,-58.88,73,246,93.33,5.53
60.44,5.98,3.47,3.36,64.95,1745,0,0.49,0,10.24,1.07,14.5,301.22,2.16,1197.15,354.58,677.21,170.2,145.61,-231.66,160.86,291.98,-59.11,69.69,246,93.33,5.53
60.44,5.98,3.47,3.36,64.95,1745,0,11.32,0,10.24,1.07,14.5,312.06,2.21,1203.56,354.64,730.01,174.73,154.44,-212.28,173.6,282.83,-59.76,77.87,240,93.33,5.53
60.44,5.98,3.47,3.36,64.95,1745,0,4.04,0,10.24,1.07,14.5,300.51,2.06,1189.15,359.96,650.44,158.74,138.17,-203.85,170.15,248.55,-57.82,75.32,240,93.33,5.53
61.35,5.12,2.87,3.48,64.95,1745,0,3.69,0,10.24,1.07,14.5,439.68,2.59,1266.79,354.36,743.98,241.27,194.59,-323.8,176.01,389.31,-69.89,102.57,247,93.33,5.53
60.54,6.14,3,3.36,64.95,1745,0,0,0,10.24,1.07,14.5,382.96,2.36,1221.58,349.92,713.99,203.9,167.34,-258.99,171.28,334.85,-66.32,87.78,224,93.33,5.53
61.16,5.49,2.81,3.37,64.95,1745,2.21,0.67,0,10.24,1.07,14.5,410.62,2.43,1245.39,353.85,729.12,223.82,165.62,-274.97,184.36,354.37,-69.14,90.01,234,93.33,5.53
61.69,5.11,2.75,3.1,64.95,1745,3.13,0.98,0,10.24,1.07,14.5,421.14,2.45,1222.98,326.04,691.84,226.28,157.79,-285.17,171.69,381.13,-68.16,83.26,242,93.33,5.53
61.55,5.16,2.84,3.33,64.95,1745,2.83,8.8,0,10.24,1.07,14.5,427.69,2.37,1262.08,347.75,719.73,246.16,177.47,-330.53,172.36,419.64,-72.84,100.81,250.5,93.33,5.53
60.72,6.25,3.19,3.1,64.95,1745,4.24,3.35,0,10.66,10.43,14.5,357.38,2.16,1242.71,380.48,680.73,219.37,156.92,-265.76,187.95,368.84,-74.48,88.39,200.5,93.33,5.53
60.91,6.44,2.93,2.99,64.95,1745,7.1,5.34,0,10.66,10.43,14.5,352.78,2.14,1264.54,359.69,727.47,212.37,176.05,-257.77,181.9,347.86,-72.19,104.46,222.5,90.2,8.73
61.43,6.03,2.67,2.67,64.95,1745,5.08,1.63,0,10.66,10.43,14.5,431.24,2.36,1287.04,320.09,747.62,216.27,177.19,-287.83,166.06,389.72,-61.16,99.83,262.5,89.4,9.47
60.7,6.61,2.88,2.88,64.95,1745,0.53,0.33,0,10.66,10.43,14.5,481.92,2.56,1304.7,353.31,791.24,240.28,188.39,-338,177.76,452.37,-52.52,98.92,260.5,90.73,7.4
61.24,5.99,2.79,2.79,64.95,1745,4.17,6.29,0,10.66,10.43,14.5,480.2,2.52,1304.8,348.54,789.52,250.82,196.54,-347.57,175.96,452.13,-58.64,111.18,271,93.33,5.53
61.24,5.99,2.79,2.79,64.95,1745,1.67,6.7,0,10.66,10.43,14.5,483.49,2.54,1296.14,336.86,815.32,233.32,208.78,-359.27,171.92,457.53,-48.05,114.95,259,93.33,5.53
61.24,5.99,2.79,2.79,64.95,1745,0.61,16.52,0,10.66,10.43,14.5,533.95,2.68,1341.22,327.85,840.99,265.75,217.91,-398.48,163.73,506.15,-48.65,115.65,258,90.8,7.6
61.24,5.99,2.79,2.79,64.95,1745,0.68,7.75,0,10.66,10.43,14.5,510.21,2.63,1288.04,332.67,773.2,260.73,187.5,-358.68,173.35,458.51,-61.21,101.86,282.67,90.6,8.13
60.5,7.08,2.99,2.8,61.43,1745,3.16,12.55,0,10.59,10.43,14.5,529.03,2.72,1305.98,335.67,818.3,290.18,202.73,-369.26,166.82,452.23,-77.61,107.04,277.67,91.7,6.97
60.63,6.85,2.94,2.74,63.36,1745,1.27,16.18,0,10.43,10.43,14.5,518.85,2.74,1304.27,359.58,854.67,291.42,209.53,-344.43,177.74,438.02,-77.43,102.41,275,93.33,5.31
60.47,6.56,3.21,2.91,62.02,1745,0.45,16.26,0,10.96,10.43,14.5,502.34,2.58,1305.94,362.23,819.99,281.49,203.16,-353.44,176.01,429.23,-74.56,96.41,253.67,92.69,6.04
60.59,7.03,2.88,2.71,62.32,1745,0,13.11,0,10.92,10.43,14.5,524.4,2.79,1304.37,331.99,825.77,293.89,211.41,-376.15,166.02,467.57,-70.58,103.94,276,92.07,6.49
